target_price,4_days_prev_btc_trade_volume,4_days_prev_btc_n_orphaned_blocks,4_days_prev_btc_median_confirmation_time,4_days_prev_btc_transaction_fees,4_days_prev_btc_cost_per_transaction_percent,4_days_prev_btc_output_volume,4_days_prev_btc_estimated_transaction_volume,4_days_prev_btc_estimated_transaction_volume_usd,5_days_prev_btc_trade_volume,5_days_prev_btc_n_orphaned_blocks,5_days_prev_btc_median_confirmation_time,5_days_prev_btc_transaction_fees,5_days_prev_btc_cost_per_transaction_percent,5_days_prev_btc_output_volume,5_days_prev_btc_estimated_transaction_volume,5_days_prev_btc_estimated_transaction_volume_usd,6_days_prev_btc_trade_volume,6_days_prev_btc_n_orphaned_blocks,6_days_prev_btc_median_confirmation_time,6_days_prev_btc_transaction_fees,6_days_prev_btc_cost_per_transaction_percent,6_days_prev_btc_output_volume,6_days_prev_btc_estimated_transaction_volume,6_days_prev_btc_estimated_transaction_volume_usd
959.879875,0.7898778550886445,-0.45499557807642227,1.4901768640274589,2.4802075084890096,-0.03628408717779064,0.03940000722309109,0.2635191349194492,2.951491690387284,0.8304977660428206,1.7960896255144987,0.7856162962955406,1.4991262912699657,-0.03616439355320984,-0.13141714611843514,0.13276348091699963,2.4135254122157095,1.069410277134745,-0.4545889840295315,2.0936993084157183,2.314471154852806,-0.03623801519849212,0.04504126562170455,0.10281162477774515,2.2991829994319812
952.156375,0.8302440369590184,1.7965567973948238,0.7848276425753472,1.496586111299763,-0.03615709671160908,-0.1314591797379913,0.13268271442609733,2.408614038138831,1.0691440593558317,-0.45510549969133046,2.093545063731707,2.3132921958951065,-0.03623077815339704,0.045102758014269655,0.10277867760777594,2.295992854592844,2.6460293433458157,-0.4545889840295315,1.3231115105568696,2.9711915459814255,-0.03642081156616255,0.5086515465163928,0.8260111706778559,5.166112667340145
963.381625,1.0689082826771044,-0.45499557807642227,2.092436583882723,2.3099116857397255,-0.036223494580519766,0.0450959982466191,0.10269232681801865,2.2912631138693564,2.645860989481283,-0.45510549969133046,1.322898238105418,2.9698484153794773,-0.03641361107271929,0.5088042594717862,0.8261204696754897,5.160149871286908,1.8712988367936756,-0.4545889840295315,0.413239063788538,3.1922041961137873,-0.03637756062991252,0.43553718870959546,0.6646803620133206,4.283570601537558
967.480375,2.6457438229038277,-0.45499557807642227,1.3219782035273397,2.9657902497163366,-0.036406364043851405,0.5088901608585317,0.8261688323504017,5.150993897916896,1.871082393849424,-0.45510549969133046,0.4129560942314001,3.190805815194257,-0.036370351488085366,0.43567551558869844,0.6647579288432852,4.2784613253169255,1.445164614084117,-0.4545889840295315,0.4566524608510086,3.532064649671296,-0.03637919986935009,0.5998266856707732,0.6778544709702565,4.131957002062628
930.376,1.8709069437805348,-0.45499557807642227,0.41225856662812366,3.186519591377799,-0.03636309581264184,0.43574680370849,0.664776239740211,4.270667902464741,1.4449217201321491,-0.45510549969133046,0.4563728168018955,3.5305813080131783,-0.03637199105530248,0.5999973383653234,0.677934629016603,4.126994353656191,0.29419425575922215,-0.4545889840295315,0.8763152991295143,3.0270396305723404,-0.036351349071347024,0.21779854675516172,0.3975278672656606,2.9772582252817457
897.335375,1.4447142117021792,-0.45499557807642227,0.45566467256363846,3.5259443895764004,-0.036364735707569956,0.6001014628027527,0.6779553939110066,4.119435005978981,0.29387991876370934,-0.45510549969133046,0.8760678016579748,3.0256825386681396,-0.03634413468830104,0.2178940310954189,0.39755288785336207,2.9734123035956044,0.09450138618095222,0.6715109099404488,1.5564585197676475,3.135187003958747,-0.03628521761129885,0.1810778226199557,0.3002590842818174,2.626347655910109
886.900375,0.29358582206794454,-0.45499557807642227,0.8752570299482368,3.0215667445795202,-0.03633687377273456,0.21792180008987702,0.39752143511538723,2.9676356872772764,0.09417465384765003,0.670492062911584,1.5562631219218293,3.1338028766033106,-0.03627799000471823,0.1811660817426948,0.30026497306601413,2.6228411051639315,-0.1366848704053503,-0.4545889840295315,0.6845727954289778,2.2071074119704153,-0.03616603487746078,-0.003097446149282223,0.00915676890881863,1.6239746762697866
891.6126125,0.09386553412445166,0.6707806096592007,1.5552860229307304,3.1295754875890345,-0.036270715868381945,0.18118651141611355,0.3002154016568728,2.6176062572173744,-0.13702595293427383,-0.45510549969133046,0.6843106102969948,2.2059552925664137,-0.036158783439302726,-0.0030454255923569704,0.009105400758913404,1.6214375356525328,0.17524107703290248,0.6715109099404488,1.827792251408087,2.2398916044832684,-0.036232094146568104,-0.04012883421210432,0.13442907172255383,2.0564572113417876
901.3182375,-0.1373524649533629,-0.45499557807642227,0.6835467287250896,2.202685568725392,-0.036151485476371856,-0.0030618067786594857,0.009001604479610749,1.617750244332893,0.174919356374495,0.670492062911584,1.827617637987424,2.2387312894531477,-0.03622485591750951,-0.040084099999336244,0.13440234339036294,2.0535018102979294,0.216595459171526,-0.4545889840295315,2.2456461981343643,2.8581934438094865,-0.03636200459407068,0.19463245883995825,0.39378706653081774,2.913006389164355
860.599875,0.17461631075195533,0.6707806096592007,1.8265741850276964,2.235427736315939,-0.03621757116091629,-0.04010788259865352,0.13432188211733181,2.0491468122196563,0.21627630546273852,-0.45510549969133046,2.2455035927284395,2.8568785612785303,-0.036354792341684955,0.19472338499057806,0.39381135134016965,2.909222606404541,0.09705812982103594,-0.4545889840295315,1.784378854345617,2.9690346458752432,-0.036352056346023495,0.2630159159489599,0.31778324168672506,2.6272083783176003
